Item,Name,Code,Country,Type,Price
Date,Price,Bought,Sold,Charge,Dividend,Tax,Comment
DEFINE,McDonald's Corporation Common S,MCD,US,Stock:actual,118.1400,http://www.aboutmcdonalds.com/mcd/investors.html
2011/12/30,100.3300,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,88.2100,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,97.0300,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,93.7000,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,118.1400,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,3M Company Common Stock,MMM,US,Stock:actual,150.6400,http://investor.3m.com/corp
2011/12/30,81.7300,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,92.8500,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,140.2500,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,164.3200,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,150.6400,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Merck & Company Inc. Common St,MRK,US,Stock:actual,52.8200,http://www.merck.com/investors/home.html
2011/12/30,37.7000,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,40.9400,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,50.0500,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,56.7900,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,52.8200,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Microsoft Corporation,MSFT,US,Stock:actual,55.4800,http://www.microsoft.com/investor/default.aspx
2011/12/30,25.9600,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,26.7100,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,37.4100,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,46.4500,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,55.4800,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Nike Inc.,NKE,US,Stock:actual,62.5000,http://investors.nikeinc.com/Investors/OVERVIEW/default.aspx
2011/12/30,47.1400,0.0000,0.0000,0.00,0.00,0.00,
2012/12/30,51.0600,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,78.6400,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,96.1500,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,62.5000,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Pfizer Inc. Common Stock,PFE,US,Stock:actual,32.2800,http://www.pfizer.com/investors/
2011/12/30,21.6400,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,25.0800,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,30.6300,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,31.1500,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,32.2800,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Procter & Gamble Company (The),PG,US,Stock:actual,79.4100,http://www.pg.com/en_US/investors/index.shtml
2011/12/30,66.7100,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,67.8900,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,81.4100,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,91.0900,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,79.4100,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,The Travelers Companies Inc. C,TRV,US,Stock:actual,112.8600,http://investor.travelers.com/
2011/12/30,59.1700,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,71.8200,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,90.5400,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,105.8500,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,112.8600,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,UnitedHealth Group,UNH,US,Stock:actual,117.6400,http://www.unitedhealthgroup.com/main/Investors.aspx
2011/12/30,50.6800,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,54.2400,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,75.3000,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,101.0900,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,117.6400,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,United Technologies Corporation,UTX,US,Stock:actual,96.0700,http://utc.com/Investor+Relations
2011/12/30,73.0900,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,82.0100,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,113.8000,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,115.0000,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,96.0700,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Visa Inc.,V,US,Stock:actual,77.5500,http://investor.visa.com/phoenix.zhtml?c=215693&p=irol-IRHome
2011/12/30,100.1600,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,150.7100,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,222.6800,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,262.2000,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,77.5500,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Verizon Communications Inc. Com,VZ,US,Stock:actual,46.2200,http://www22.verizon.com/investor/
2011/12/30,40.1200,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,43.2700,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,49.1400,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,46.7800,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,46.2200,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Wal-Mart Stores Inc. Common St,WMT,US,Stock:actual,61.3000,http://investors.walmartstores.com/
2011/12/30,59.7600,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,68.2300,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,78.6900,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,85.8800,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,61.3000,0.0000,0.0000,0.00,0.00,0.00,
DEFINE,Exxon Mobil Corporation Common,XOM,US,Stock:actual,77.9500,http://ir.exxonmobil.com/
2011/12/30,84.7600,0.0000,0.0000,0.00,0.00,0.00,
2012/12/31,86.5500,0.0000,0.0000,0.00,0.00,0.00,
2013/12/31,101.2000,0.0000,0.0000,0.00,0.00,0.00,
2014/12/31,92.4500,0.0000,0.0000,0.00,0.00,0.00,
2015/12/31,77.9500,0.0000,0.0000,0.00,0.00,0.00,
